ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
11728,80000,2,1,1,36,0,1,0,0,-1,0,33784,30043,28345,27362,27510,27095,24570,14945,20259,15524,17627,17091,1
11729,180000,2,2,2,38,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11730,130000,2,1,2,41,3,2,0,3,1,0,79486,69022,62405,42720,48215,44713,32627,14107,9104,4210,7549,894,1
11731,150000,2,1,2,33,0,0,-1,-1,0,-1,24515,27289,25578,26045,28682,25351,20211,25713,16228,19692,18125,19094,0
11732,110000,2,1,1,36,0,0,0,0,-1,0,32450,31759,38488,44734,51152,45591,23321,16583,19387,28617,28944,27323,0
11733,150000,1,2,1,27,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11734,90000,2,1,2,35,0,-1,-1,0,0,0,22557,20618,25734,23379,26357,26324,12733,8368,13840,13181,12973,15274,0
11735,170000,2,2,2,33,2,3,-1,2,1,0,88015,96538,98017,82921,86460,80279,1760,2547,15876,7230,12315,17825,1
11736,110000,1,3,2,34,3,3,2,2,3,2,132243,124920,131514,148447,141919,169578,2645,2498,2630,2969,2838,3392,1
11737,240000,1,1,1,25,0,0,-1,0,2,-1,170503,125682,109626,121215,123231,109243,56899,63944,18663,51355,15629,51675,0
11738,240000,2,2,2,35,0,1,1,-1,3,-1,255513,266110,304742,276892,266436,285705,59144,5322,91428,130358,71417,89130,1
11739,100000,2,3,2,29,2,3,3,1,3,1,82352,76616,88403,72625,61118,57477,1647,1532,14966,2573,17277,9462,0
11740,210000,2,3,2,34,1,1,0,0,0,0,57118,65329,60704,58050,58449,65754,15539,23618,28246,30718,30978,31509,0
11741,70000,2,2,2,36,4,1,2,0,1,0,58252,63489,66927,57239,66323,63535,6519,13485,1339,8397,1326,13987,1
11742,110000,2,1,2,51,2,1,0,0,0,0,76994,67292,75102,73302,64182,70289,2241,27610,29389,31961,20578,23580,0
11743,180000,1,2,2,30,0,0,0,0,0,-1,91471,107226,108311,112394,133377,144861,45442,33290,27523,40098,54174,71265,0
11744,280000,2,4,1,28,0,0,0,0,0,0,91532,122548,114504,133121,134773,113926,43446,25497,59546,71086,68091,61937,1
11745,210000,2,1,1,33,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11746,110000,2,1,2,26,0,1,0,1,0,0,71154,64704,53636,53007,45927,44939,35338,21962,24890,32277,13392,24582,0
11747,140000,1,2,1,21,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11748,310000,2,1,2,32,-1,-1,-1,-1,-1,-1,4316,4794,4292,4241,3699,4334,4316,4509,4271,4234,3074,4089,0
11749,100000,1,2,2,34,0,-1,0,0,-1,0,31385,30814,36029,41143,41595,38588,12444,13683,11963,19091,23102,22011,0
11750,150000,1,2,2,36,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11751,90000,1,2,2,33,-1,0,1,-1,1,0,16564,15940,17158,18904,18911,19255,11442,9039,7762,9365,10100,11022,1
11752,120000,1,1,2,28,-1,0,0,-1,0,0,65231,68608,79825,92494,94802,76644,25693,36003,50601,70322,55491,31119,0
11753,80000,2,2,2,38,0,-1,-1,0,0,1,33019,36092,41236,47431,44196,34305,15782,14459,16915,20887,26140,13695,1
11754,170000,1,2,2,31,-1,-1,0,-1,-1,-1,55359,52441,52308,55482,58721,43131,33273,43781,47476,43161,38286,40116,0
11755,70000,2,2,2,30,1,0,0,0,0,0,35444,32846,32122,39045,39780,38534,6298,9468,15520,10634,15593,12740,1
11756,110000,2,1,1,40,0,0,0,-1,-1,0,7251,7221,7358,6973,6922,6677,3897,4087,4883,3933,3906,4829,0
11757,110000,2,1,2,34,1,0,0,-1,0,1,63226,59509,50798,54988,53014,57258,19127,26691,11293,17929,26804,35271,0
11758,120000,2,3,1,47,-1,-1,-1,-1,0,-1,10019,7945,9004,7087,8045,8223,7152,6382,9004,7087,7292,7889,0
11759,100000,1,1,2,26,0,1,0,-1,-1,0,50401,51774,53127,58968,65395,68266,39002,31637,29272,43834,47966,44504,0
11760,80000,2,2,2,51,2,1,0,0,0,-1,27637,30232,26687,25102,26859,23504,4795,5104,5570,3635,3106,5475,0
11761,100000,2,1,1,39,2,3,0,-1,-1,1,73064,62496,60462,62280,61796,67800,17726,10847,26903,24361,5443,16935,1
11762,80000,2,1,1,25,-1,-1,0,-1,-1,0,32450,34894,40288,37051,34620,35906,31329,30250,25996,30759,25150,29761,0
11763,80000,2,2,1,33,-1,-1,-1,-1,0,-1,15152,14207,12734,12063,12734,12469,11831,12510,11519,5479,9905,12344,0
11764,210000,2,1,1,30,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11765,140000,1,2,1,40,-1,0,-1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11766,120000,2,2,1,30,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11767,150000,2,1,2,27,-1,0,-1,-1,-1,0,69369,49900,48780,48097,46584,52128,45399,37857,23209,27885,30634,29416,0
11768,120000,2,3,1,39,2,0,0,1,1,-1,46723,38360,38041,35213,41034,44857,11502,6730,13045,7401,15088,12047,0
11769,170000,2,1,1,33,-1,-1,-1,0,0,-1,32339,41451,39904,42890,37955,42038,23299,31381,38143,37373,27925,27300,0
11770,110000,1,2,2,21,-1,0,1,-1,-1,0,13673,11267,10257,9274,7760,7831,11431,8054,5363,4057,4977,2274,0
11771,120000,2,3,2,45,0,-1,-1,-1,1,2,21446,19021,20865,24332,26678,28587,18575,11284,10701,19139,15963,18424,0
11772,90000,1,1,2,33,1,0,1,0,1,0,67719,68681,69761,78106,73068,80561,22294,22172,16002,22244,28027,21400,1
11773,120000,1,1,1,34,-1,-1,-1,0,-1,1,13224,14182,14024,10652,13277,16157,10027,9612,6416,8206,11185,12230,0
11774,130000,2,2,1,44,0,-1,-1,-1,0,-1,31257,29185,30574,33649,34071,37668,23953,21250,14397,27221,22505,28018,0
11775,110000,1,1,1,40,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11776,80000,1,1,1,55,-1,-1,-1,-1,0,-1,15884,17757,18928,17508,16087,17245,11157,14548,17854,15366,13238,12139,0
11777,100000,1,2,2,29,0,1,1,0,1,0,35810,34136,34226,27165,25881,24078,20790,11350,12662,10376,12769,6089,1
11778,160000,1,2,2,42,-1,-1,0,0,0,0,24465,24540,23053,23088,18846,17078,13686,7164,13692,9524,14533,9471,0
11779,140000,1,2,1,29,2,-1,1,0,-1,-1,39575,33413,27651,19115,16604,11728,18556,12828,10699,10228,8782,6839,0
11780,110000,2,2,2,39,3,1,0,-1,2,0,98284,77434,93957,95997,93475,78182,8953,14399,9662,1920,21587,21952,0
11781,120000,1,2,1,45,4,2,2,1,1,0,63485,56504,51558,53695,64870,55019,7228,11687,4189,9249,18885,20486,1
11782,60000,2,3,2,31,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11783,140000,2,3,1,57,0,1,1,-1,0,0,75659,80783,75940,78070,74203,87630,24578,12629,34464,19715,37836,39689,1
11784,110000,1,2,1,40,0,-1,-1,1,1,0,39112,41613,47665,41699,46083,38809,20596,24736,32096,17894,22577,20896,0
11785,70000,2,2,2,32,-1,0,-1,-1,0,-1,22524,19377,19072,16469,16212,16223,16359,15132,13913,7948,9590,9000,0
11786,60000,1,2,2,21,0,1,0,0,0,0,10578,12014,13293,11648,10138,11141,4921,7530,7819,5562,4116,6522,0
11787,70000,2,3,1,36,-1,-1,-1,-1,-1,-1,1676,1293,1239,1089,1106,1027,1676,1293,1155,1070,1008,967,0
11788,250000,2,1,1,49,4,2,1,2,0,-1,184867,185160,200119,215975,238881,206622,28062,39763,38209,4320,40116,24960,1
11789,240000,2,2,1,38,2,0,-1,1,0,-1,162488,184805,191407,212989,183789,191878,70397,98340,54688,140654,86212,69353,0
11790,140000,2,1,1,41,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11791,190000,2,3,1,34,-1,0,-1,0,1,-1,42741,48139,43478,46890,47676,45824,29095,38514,28821,31123,35147,36752,0
11792,130000,1,2,1,34,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11793,70000,2,1,2,35,-1,-1,0,-1,0,0,27691,25480,20994,22706,25602,27861,11097,15521,10810,16228,17153,15041,0
11794,90000,1,3,2,31,-1,0,0,-1,0,-1,981,841,738,629,604,667,750,595,454,523,457,484,0
11795,80000,2,2,1,34,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11796,80000,2,3,2,34,0,1,0,0,0,0,63237,64923,61678,61361,56276,64747,34405,21140,25225,18479,16918,20864,0
11797,70000,2,3,2,40,1,1,0,1,0,0,34851,32256,33063,32796,35141,36864,3243,7760,3369,836,9901,3375,0
11798,100000,2,1,1,34,0,0,-1,-1,-1,0,44277,47131,46841,44874,41998,36777,18351,31766,22313,25547,12764,20914,0
11799,160000,1,1,2,44,0,0,0,0,-1,0,47079,46664,49955,49224,46388,45565,28063,22137,24640,35386,28218,34483,0
11800,50000,1,1,1,54,0,0,0,0,0,0,29735,29099,23312,20539,19950,15355,12281,7346,14910,7976,6155,6014,1
11801,20000,2,2,1,31,-1,2,0,1,-1,1,8595,9348,8939,5985,5076,4906,4479,4698,5559,3038,2854,1925,0
11802,200000,2,2,1,50,-1,-1,-1,-1,-1,0,10297,10451,9616,10640,10658,11212,8273,10160,6337,7811,8472,8840,0
11803,90000,1,2,1,41,0,-1,0,0,-1,0,23898,20337,25060,22681,29401,28237,17006,18154,19983,17987,27205,20960,0
11804,110000,2,2,2,30,0,-1,0,-1,0,0,25108,18150,17615,17898,17291,18602,16748,9127,12187,12220,9732,17828,0
11805,40000,2,2,2,48,0,0,-1,0,1,-1,19969,20662,21702,27705,29975,27124,8100,7822,9221,17036,15882,13713,0
11806,80000,1,1,1,41,-1,1,-1,0,0,-1,46789,48127,46206,53099,60845,66255,29943,23042,16993,22628,19388,42057,0
11807,210000,1,2,1,42,0,0,-1,0,-1,-1,86212,96125,94592,102885,89593,112363,48578,44576,42169,35342,48203,65797,1
11808,130000,2,2,1,21,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11809,70000,1,2,2,41,3,2,0,0,0,-1,35725,39767,36143,34985,32604,33058,8684,12064,15509,10725,8048,8894,0
11810,140000,2,1,1,35,-1,1,-1,0,0,-1,36411,31642,31993,36346,40689,32845,15143,21526,13350,16733,28952,19351,0
11811,150000,1,1,1,39,4,3,1,0,0,2,171087,172331,209462,216405,231922,269568,3422,3447,4189,4328,4638,5391,1
11812,80000,2,2,2,41,-1,-1,-1,0,0,0,33195,34704,33000,33133,31986,32263,16742,22933,18249,22611,19245,23639,1
11813,170000,1,1,2,39,-1,2,-1,-1,0,0,77121,72101,80155,84467,90108,109906,47315,34497,37400,37934,47820,65688,0
11814,30000,2,2,2,39,6,3,2,3,1,2,35017,37655,32137,24701,19085,17029,700,753,643,494,382,341,1
11815,300000,1,2,2,42,0,2,-1,1,-1,-1,149090,162428,175718,160584,137654,128704,89962,64896,121457,60690,69100,65463,0
11816,110000,1,1,1,33,-1,-1,0,-1,-1,1,22319,25485,26417,27263,22462,24707,17232,15566,23258,19487,12809,11665,0
11817,100000,2,1,2,51,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11818,70000,2,2,2,41,2,0,1,1,1,1,93769,77348,78972,81071,86710,72269,19936,14768,6830,2297,27463,18461,1
11819,130000,2,4,1,28,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11820,130000,1,1,1,38,1,0,0,1,0,0,68127,74849,69056,70756,77912,72721,45235,50237,35350,34489,36236,23242,0
11821,110000,1,2,2,26,-1,-1,0,0,0,1,11948,14210,15673,18415,16442,15413,11948,6660,13395,10673,11344,12387,0
11822,280000,1,1,0,42,-1,2,0,0,0,0,71502,78145,72302,67803,75849,93392,53380,44381,38606,45471,42286,56958,0
11823,250000,1,2,2,26,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11824,70000,1,2,2,34,3,2,3,1,0,0,58202,68155,65425,63041,62932,71349,9176,16460,1381,9299,22491,18730,0
11825,70000,1,2,2,32,-1,0,0,-1,-1,0,4287,4796,5046,5906,5963,6473,2872,2686,3209,3132,3813,4291,0
11826,140000,2,2,2,42,-1,-1,-1,-1,-1,1,653,639,630,685,692,792,653,586,511,486,448,792,0
11827,110000,1,2,1,28,1,3,0,3,-1,1,97714,116968,126728,118784,111763,136660,23401,39888,20711,2376,4339,31374,0
11828,90000,2,3,2,39,-1,-1,0,0,-1,0,5369,7105,6724,6158,6619,5147,3218,5770,3687,5109,3385,2947,0
11829,100000,2,1,2,23,-1,0,0,1,0,1,70393,88076,95043,100464,100357,106766,33063,28107,59046,27956,35103,35324,0
11830,130000,2,2,1,45,0,2,0,0,1,0,78561,82706,63212,60718,55768,65407,27166,33556,14807,17412,14134,29784,0
11831,190000,2,2,2,35,1,0,0,0,2,-1,158043,156863,144152,145544,116844,107411,61117,47803,54929,74392,60658,29556,0
11832,90000,1,3,2,31,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11833,30000,2,2,1,37,0,2,0,0,0,0,9391,8336,8633,7293,8794,9461,6498,1453,4157,3318,2502,3434,0
11834,90000,1,1,1,38,-1,0,0,0,0,0,30428,38165,32560,33565,30343,28077,19945,20763,15370,19812,21429,19318,0
11835,40000,2,1,2,31,-1,1,-1,-1,0,0,8910,8852,9725,10336,9754,9144,4619,6209,5528,5851,4978,5805,0
11836,60000,2,1,2,49,-1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11837,30000,2,2,2,45,-1,-1,-1,-1,-1,0,93,87,95,104,105,106,85,87,92,85,100,87,0
11838,230000,2,2,2,21,0,0,0,0,1,0,62509,60646,53991,59039,51139,40880,38697,44961,33889,18293,28751,18770,0
11839,50000,1,1,1,36,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11840,360000,1,1,2,33,-1,0,0,0,0,0,1538,1475,1342,1369,1410,1505,824,852,898,967,705,907,0
11841,40000,1,3,2,21,-1,0,-1,2,0,0,9834,10105,10989,11135,10767,9768,2473,5954,3879,4650,7254,5651,0
11842,150000,1,2,2,36,1,3,1,2,0,2,108532,121006,106077,121200,128533,130394,18484,3587,2122,37077,37689,20869,0
11843,100000,1,3,1,28,-1,-1,-1,-1,-1,0,13975,13972,10709,9473,9183,11961,9198,9475,6247,7203,7166,11738,0
11844,140000,2,1,2,34,3,2,1,0,0,2,102290,100593,96363,106895,109713,132626,12520,15209,27226,2138,22896,8762,1
11845,140000,2,2,2,38,1,0,2,1,3,0,107635,112509,91220,96696,100544,120610,27624,30343,31291,29010,36566,30424,0
11846,60000,2,1,1,42,0,-1,-1,0,0,0,18496,16173,16000,18562,18361,20534,16926,11172,11474,15871,12396,11622,0
11847,320000,2,1,2,38,-1,-1,-1,-1,-1,-1,74341,66218,71521,63429,64111,68303,65032,64572,62120,57387,64111,68303,0
11848,60000,2,2,2,21,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11849,90000,2,1,2,35,0,0,-1,0,0,-1,38385,34393,32242,33169,25734,24874,11297,10235,16447,20510,13895,13696,1
11850,330000,1,3,2,21,-1,0,0,-1,-1,0,149164,142965,143446,154550,169257,163544,121194,105690,108145,116217,143349,163544,1
11851,110000,2,2,2,25,1,3,0,1,0,3,96819,79836,73756,70602,63078,59805,31246,17591,16196,32154,19698,5203,1
11852,110000,2,1,2,52,-1,-1,-1,-1,-1,0,12337,13250,13745,12513,15346,14069,10896,10400,9270,6885,10198,12254,0
11853,120000,2,2,2,36,-1,-1,0,0,0,-1,24280,23501,28163,32029,36817,34263,16738,21047,20787,27134,26849,24547,0
11854,120000,2,3,2,21,0,-1,-1,1,1,1,51526,47496,46638,49534,55250,46537,27126,19768,29275,32388,35583,23290,0
11855,210000,2,3,2,33,0,-1,0,-1,-1,0,8581,7203,7969,8085,8293,8144,5224,6241,7969,6339,5644,5117,0
11856,150000,2,1,1,55,0,0,0,1,0,0,50463,39518,47757,38281,37331,45289,30675,13638,27165,31722,8912,27021,0
11857,70000,1,3,2,30,1,2,0,3,1,0,51896,52651,42902,41898,39050,36879,11497,3046,12777,13518,11827,19140,0
11858,150000,1,1,1,21,-1,-1,0,0,-1,1,59687,63451,63454,62182,61863,50595,33144,35390,22342,41547,43989,31585,0
11859,30000,1,2,1,34,2,-1,0,0,0,0,14799,15265,15935,17653,22395,22193,5489,7124,9538,4860,8877,10363,0
11860,140000,2,2,2,55,2,0,-1,0,0,-1,19957,21515,19896,19636,20372,18310,14705,11421,7630,10584,13807,7313,0
11861,100000,1,3,2,31,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11862,90000,2,2,1,49,0,0,0,2,0,0,43243,41598,28270,28483,24897,22133,5904,12920,9950,12396,13895,9714,0
11863,140000,1,2,1,35,-1,2,0,0,-1,-1,88172,88458,98975,99742,91021,114964,34241,40515,53508,51226,31934,59790,0
11864,150000,2,2,1,57,1,3,2,0,0,1,65690,63249,64572,79235,87250,97634,5011,26477,9694,14822,22310,28359,1
11865,50000,2,1,1,34,0,0,0,1,0,1,46744,43902,53659,48826,51364,57315,15636,21014,31025,19356,20638,20817,0
11866,120000,2,3,1,33,-1,0,1,0,0,0,26482,24851,25232,26546,28243,29174,14284,19327,14294,17579,19234,21511,0
11867,40000,1,3,1,41,1,1,2,1,0,0,19950,19154,21950,20996,25240,27665,5970,5289,9096,8594,5968,9728,1
11868,140000,2,2,1,29,-1,0,-1,-1,0,0,23696,20016,20086,21669,18961,19185,13592,14264,12117,13654,11144,12386,1
11869,50000,1,2,1,31,1,0,0,-1,0,0,9881,10946,11347,12667,14789,13807,4663,4592,4804,4532,5761,9032,0
11870,60000,2,2,2,34,-1,-1,0,-1,0,-1,11136,12597,12529,11879,11771,13965,7920,8271,8775,6467,6392,10600,0
11871,160000,2,2,2,50,0,0,0,1,0,0,34090,32173,30718,28071,24316,24293,10081,11247,11340,13364,11231,9349,0
11872,100000,2,2,1,21,1,0,2,0,-1,-1,4485,3634,3764,3937,3935,3512,3448,3105,2509,2437,3080,1989,0
11873,90000,2,2,2,24,3,3,0,1,2,0,69250,64726,62546,73867,84592,85743,1385,4512,13896,1477,19984,1715,1
11874,50000,2,1,1,49,5,4,3,3,2,4,43718,50936,41313,42069,39975,44315,1621,2342,826,841,831,12854,1
11875,140000,2,1,1,36,0,3,1,0,0,2,65682,73680,70786,74880,51067,54547,11643,26268,17749,8372,16113,15513,0
11876,40000,2,2,2,25,1,5,3,1,3,1,26413,27612,31233,30349,33011,28614,1252,4281,10518,2512,4631,5845,0
11877,120000,2,2,2,40,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11878,110000,2,1,2,34,-1,-1,-1,-1,-1,0,7318,6314,6318,7271,7949,7098,6889,6314,5778,5961,6947,7072,0
11879,130000,2,1,2,30,0,-1,-1,0,-1,1,10954,9244,9643,8424,9127,9210,5388,6817,6235,3746,3745,6249,0
11880,110000,1,1,1,27,0,0,0,0,0,0,55799,50895,47118,41599,48465,54675,30643,21947,31561,25092,31303,28905,0
11881,110000,1,3,2,32,0,0,1,2,-1,-1,25271,22748,23123,23799,22335,26534,12330,14706,8017,13838,14908,14064,0
11882,70000,2,3,1,21,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11883,30000,2,1,1,30,2,0,1,0,0,1,16110,19417,20709,25092,20684,22480,3000,1420,4885,11585,3818,3268,0
11884,70000,2,2,2,44,5,2,2,3,0,1,61727,66879,66358,79151,74617,72410,1235,1338,1327,1583,1492,1448,1
11885,80000,1,2,1,41,3,1,1,0,0,1,56863,45371,46978,47107,39901,43305,11140,14695,22286,10414,2568,6684,0
11886,50000,2,1,0,31,1,2,1,0,1,0,22397,26718,24302,25114,28033,23623,3836,10009,9998,3356,13234,8397,0
11887,30000,2,2,2,23,1,0,0,0,0,2,15378,16050,16755,19965,20620,25571,4572,6978,7864,11167,8719,14040,1
11888,280000,2,1,1,30,0,0,-1,-1,0,-1,87425,87289,80831,82862,69460,67590,61748,71294,45038,58959,48237,54690,0
11889,130000,2,1,2,21,-1,1,0,-1,0,0,38489,37152,43076,40982,35194,35283,15490,22210,23380,17295,25495,25013,0
11890,110000,2,1,1,39,6,2,3,1,1,0,127055,141560,134334,123909,126743,111102,12802,15262,2687,2478,2535,5604,0
11891,110000,2,1,1,40,-1,-1,0,0,0,-1,39216,34753,37745,36494,34927,31744,23507,15050,22269,26552,21732,27212,0
11892,40000,1,4,1,42,-1,-1,-1,0,0,-1,3856,4855,5462,4777,5224,4827,2566,3708,4038,2926,3952,3253,1
11893,40000,2,2,2,44,1,0,1,0,0,2,26469,22745,26522,31086,28704,27761,10354,6402,9720,8770,5515,1800,1
11894,110000,1,1,2,42,2,2,1,2,2,0,46834,46977,46758,44627,44760,44714,937,19205,7524,3346,4881,894,0
11895,230000,2,1,2,35,-1,-1,-1,-1,-1,-1,77429,64897,80896,88625,94242,94615,69706,51855,71710,72478,74528,75129,0
11896,90000,2,1,1,30,0,0,0,0,0,0,42793,36304,39294,36151,40333,42854,21204,29334,21950,20871,32573,33556,1
11897,180000,2,1,2,30,-1,-1,-1,0,-1,-1,12955,12727,15412,17104,17819,16714,11880,8266,7712,11235,8977,8166,0
11898,30000,2,1,2,34,-1,-1,-1,-1,0,-1,3971,3590,3524,3377,4208,5222,2873,2028,1525,1340,2421,2074,0
11899,40000,2,1,3,41,2,2,1,1,0,1,23956,25126,21063,25238,25999,19746,6276,5487,4466,4859,2395,4441,1
11900,130000,2,2,2,26,-1,-1,-1,0,0,0,39373,37384,36918,35017,26208,29503,27828,35424,27542,29831,18211,21176,0
11901,110000,2,2,1,37,2,1,2,0,1,1,73437,60971,72782,76122,65808,64332,26464,11742,28298,1522,26444,12877,0
11902,80000,2,3,1,26,-1,1,0,0,2,-1,37385,35857,35637,37426,30000,29643,15896,18311,21971,20556,15895,17956,0
11903,150000,1,1,1,39,3,3,2,2,2,0,217095,232998,281253,274615,289521,239553,4342,4660,5625,5492,5790,4791,0
11904,40000,1,1,1,28,0,-1,-1,0,0,0,21463,19879,22481,24282,24167,25165,7344,8732,8448,12711,10235,9727,0
11905,110000,2,1,1,52,0,1,0,-1,0,-1,34976,33178,29641,26202,26223,22762,23454,24967,14632,18364,10677,9803,0
11906,90000,1,1,2,32,1,1,0,0,1,0,81064,87553,96299,89978,97573,107485,24719,40092,38669,23121,39478,44206,0
11907,90000,1,1,1,37,-1,-1,-1,0,0,0,66302,71946,71816,71499,86190,77261,37395,53392,35921,38010,68110,71921,1
11908,190000,2,1,1,23,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11909,100000,2,3,1,39,0,-1,0,0,-1,0,51787,53929,48191,48381,48139,45184,30973,28198,37829,32911,29228,30245,0
11910,30000,1,2,2,44,-1,1,-1,-1,1,0,18163,18111,18656,18477,17104,20387,10943,12116,11484,13512,12478,11540,0
11911,130000,2,3,1,27,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11912,150000,2,2,2,34,3,-1,-1,0,-1,1,63045,60823,56952,60217,62949,56536,25827,44859,39494,30312,40646,36750,0
11913,60000,1,2,2,26,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11914,170000,1,1,1,33,0,-1,0,0,0,-1,44833,50175,49854,53361,48520,47383,39672,32453,26424,44808,27574,28551,0
11915,100000,1,1,2,43,0,1,0,1,-1,1,57194,49475,47527,50344,48872,48522,29911,28033,34081,23266,11743,23519,0
11916,50000,2,2,2,53,-1,0,-1,0,0,0,20884,21735,20241,21966,22125,25582,11026,17473,10450,12618,7718,14190,0
11917,130000,2,3,2,42,0,0,-1,-1,0,0,79002,84126,93591,89738,84546,69207,35608,41655,42304,56738,52962,44460,0
11918,50000,2,3,2,24,0,0,0,-1,-1,-1,15029,19012,16879,17763,20127,20708,10416,10049,7142,11766,13172,12496,1
11919,130000,1,1,1,34,-1,-1,-1,-1,-1,-1,38611,47804,49844,55198,60083,55434,34837,38241,45938,43871,35838,42637,0
11920,170000,1,3,1,42,0,0,-1,0,1,0,79492,70368,64449,65958,60816,63792,37440,43340,33037,43196,40491,35830,0
11921,460000,1,2,1,21,1,-1,0,-1,0,0,195423,230466,244330,255023,260758,241767,138384,72059,114559,78026,100246,119933,0
11922,160000,2,2,1,38,-1,-1,0,-1,0,-1,40714,35408,33603,32251,29768,30990,20814,29272,27019,27881,24826,25699,1
11923,60000,1,1,2,37,0,1,-1,0,0,0,26001,29576,24241,25326,22117,23245,10937,12658,12533,14993,9565,3900,0
11924,30000,2,2,2,54,-1,0,0,-1,-1,0,17826,18637,21094,21989,21391,24076,7280,9348,10181,8704,11257,14212,1
11925,150000,2,2,2,35,0,0,-1,0,-1,1,48344,43685,40946,44893,48674,48050,29879,33648,21681,29650,20083,20706,0
11926,50000,1,3,1,48,3,2,2,1,4,0,60469,65104,77630,53743,47220,43475,1209,1302,1553,1075,944,870,1
11927,20000,1,3,1,33,0,0,-1,-1,1,-1,4207,4382,4929,5716,6462,6827,3375,3057,2488,3501,4277,4694,1
11928,80000,2,2,2,41,-1,-1,-1,1,-1,0,15382,16917,13221,13366,13098,13100,8306,6825,8857,9340,8319,8358,0
11929,60000,2,1,2,38,0,-1,-1,0,0,-1,13847,13831,14524,13303,13212,12390,8672,8578,7008,6689,9121,7746,0
11930,380000,2,1,2,50,-1,-1,-1,-1,-1,-1,60823,62345,61711,50187,52561,61461,55455,45044,46331,42831,36784,44776,0
11931,50000,1,2,1,48,2,0,0,1,0,-1,30011,29834,38360,38031,42856,36307,14121,7706,3074,16492,14164,16758,1
11932,100000,1,1,1,31,-1,-1,0,-1,0,-1,42606,35149,31043,37597,41935,46455,25815,26347,18052,30555,30008,39650,1
11933,110000,1,2,2,21,-1,0,-1,0,-1,0,48612,45769,46599,42949,38321,40858,39273,33951,27973,42949,29502,32112,0
11934,130000,1,1,2,43,-1,-1,-1,0,0,1,32499,25630,22949,21872,22613,24815,27744,17947,7979,13477,16976,18508,0
11935,230000,2,1,2,50,-1,-1,-1,0,-1,-1,61143,60744,51867,50756,54467,58227,39829,42520,27592,25727,46860,46256,0
11936,170000,1,1,2,21,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
11937,80000,1,3,2,51,0,0,0,-1,1,0,29964,29876,35593,44963,41429,44960,16097,15082,21455,26627,32614,36615,0
11938,60000,1,2,2,27,2,0,0,1,0,0,41731,40914,48608,42165,52888,52185,8824,10957,18833,20294,16664,9057,0
11939,70000,2,1,2,47,0,-1,0,0,0,0,38458,38795,45551,53450,60530,57639,13649,14329,23316,25895,27656,19044,0
11940,270000,2,2,1,35,2,1,1,2,1,-1,248925,276889,326232,324960,347189,421449,8362,5538,60748,43001,21151,8429,0
11941,90000,1,1,2,46,1,1,-1,1,0,1,45481,38631,42316,53603,62686,55416,12397,17160,12262,22136,21390,19545,0
